user_id,item_id,rating
1,1754,1
1,1785,1
1,123,0
1,1548,0
1,1055,1
1,2922,1
1,318,0
1,948,0
1,986,0
1,1142,1
1,1059,1
1,1507,1
2,1778,1
2,379,0
2,342,0
2,2370,1
2,25,0
2,991,0
2,667,1
2,2234,0
2,544,1
2,1621,1
2,40,1
2,2211,1
3,1569,1
3,748,1
3,2482,0
3,2184,1
3,235,0
3,1747,1
3,1407,1
3,2669,0
3,655,1
3,675,1
3,1295,1
3,169,0
4,2661,1
4,1082,1
4,1710,1
4,2053,1
4,766,1
4,2901,1
4,2933,1
4,494,1
4,2073,1
4,1816,1
4,2395,1
4,1358,1
5,2717,1
5,749,1
5,99,1
5,158,1
5,2642,1
5,1251,1
5,1725,1
5,2734,1
5,193,1
5,2067,1
5,498,1
5,2897,1
6,1730,1
6,3054,1
6,1442,1
6,1251,1
6,2143,1
6,681,1
6,2940,1
6,1513,1
6,2581,1
6,2416,1
6,1287,1
6,1627,1
7,2358,1
7,1461,1
7,611,1
7,429,1
7,2046,0
7,2691,0
7,461,1
7,2095,1
7,1104,1
7,2098,1
7,1771,0
7,2195,1
8,1763,0
8,2839,1
8,426,1
8,750,0
8,2024,0
8,1237,1
8,1925,0
8,2516,0
8,354,0
8,835,0
8,38,1
8,2003,0
9,1415,1
9,1300,1
9,2193,0
9,2677,0
9,1839,1
9,1543,1
9,2387,1
9,1984,1
9,1657,1
9,3018,1
9,1712,1
9,484,1
10,2925,1
10,2892,1
10,310,1
10,2894,1
10,2738,1
10,14,1
10,732,1
10,1780,0
10,3059,0
10,321,0
10,1047,1
10,55,1
11,383,0
11,1612,0
11,1821,1
11,3015,0
11,1708,1
11,2002,0
11,2951,1
11,2985,0
11,2306,1
11,1417,1
11,2621,1
11,2285,1
12,2914,1
12,1235,1
12,1525,1
12,400,1
12,2896,0
12,1858,1
12,2955,0
12,2448,1
12,500,1
12,1721,1
12,2998,1
12,2099,1
13,2995,1
13,1267,1
13,601,1
13,1775,1
13,2474,1
13,1089,1
13,142,0
13,1645,1
13,2299,1
13,227,0
13,155,0
13,1601,0
14,2097,1
14,2556,1
14,1342,1
14,2844,0
14,2533,1
14,1279,1
14,2736,0
14,174,1
14,612,1
14,2649,0
14,731,1
14,1805,0
15,1312,1
15,1197,1
15,1792,1
15,407,1
15,1761,1
15,2920,1
15,2882,1
15,689,1
15,2583,1
15,327,1
15,2447,0
15,2390,0
16,364,0
16,60,1
16,1335,0
16,2286,1
16,215,1
16,2435,1
16,1833,0
16,336,0
16,993,0
16,2135,1
16,1748,0
16,2410,1
17,80,0
17,1720,1
17,551,1
17,2804,1
17,476,1
17,166,0
17,530,1
17,791,1
17,2396,1
17,1495,1
17,1317,1
17,3057,0
18,2476,1
18,2868,0
18,2045,1
18,474,1
18,1302,1
18,990,1
18,3016,1
18,1156,1
18,1502,1
18,1550,1
18,2536,1
18,1737,1
19,3062,1
19,1801,1
19,3047,1
19,1127,1
19,980,1
19,98,1
19,1007,1
19,3004,1
19,421,1
19,2634,1
19,1352,1
19,208,1
20,1013,0
20,2776,0
20,1429,1
20,1861,0
20,1980,0
20,2444,1
20,1979,0
20,2192,1
20,381,0
20,3068,0
20,1724,1
20,2796,1
21,615,1
21,2303,1
21,2412,1
21,1012,1
21,692,1
21,1044,1
21,2792,1
21,2030,0
21,853,0
21,584,1
21,1388,1
21,1365,1
22,2237,0
22,1910,1
22,1100,1
22,365,0
22,1236,1
22,1428,1
22,724,1
22,1628,1
22,2291,1
22,2340,1
22,2162,1
22,890,1
23,2,0
23,2957,1
23,861,1
23,2702,1
23,1315,1
23,634,1
23,756,0
23,2134,1
23,969,1
23,2326,1
23,1521,1
23,2341,1
24,1869,0
24,3032,0
24,250,1
24,186,1
24,1644,1
24,1087,1
24,1165,0
24,1487,1
24,2159,1
24,2016,1
24,271,1
24,2654,1
25,1554,1
25,2302,1
25,2618,1
25,1454,1
25,2353,1
25,278,0
25,2552,0
25,2727,1
25,736,0
25,148,0
25,2050,0
25,2632,0
26,3037,1
26,699,1
26,1435,1
26,1359,1
26,1588,1
26,2742,1
26,2723,1
26,1438,1
26,2706,1
26,340,0
26,243,0
26,780,1
27,2114,0
27,1966,1
27,2895,1
27,1151,1
27,1946,1
27,1340,1
27,93,1
27,1538,1
27,2352,1
27,1940,0
27,1522,1
27,2074,1
28,2006,1
28,415,1
28,414,1
28,136,0
28,1853,0
28,184,0
28,113,0
28,1362,1
28,524,1
28,3009,1
28,46,0
28,1339,0
29,1424,1
29,2238,1
29,1327,1
29,556,1
29,560,1
29,1939,1
29,953,1
29,557,1
29,2755,1
29,2219,1
29,2087,1
29,348,0
30,769,0
30,1045,1
30,880,0
30,2406,1
30,1882,0
30,1567,0
30,1176,0
30,1745,0
30,773,0
30,1391,1
30,2161,1
30,2409,1
31,1848,1
31,864,1
31,1691,1
31,706,1
31,1427,1
31,2258,1
31,230,1
31,459,1
31,738,1
31,1970,0
31,95,1
31,2408,1
32,2405,1
32,2089,1
32,1246,1
32,471,1
32,1341,1
32,1982,1
32,1600,1
32,480,1
32,2127,1
32,1446,1
32,2799,0
32,2014,1
33,645,1
33,1650,1
33,1922,0
33,2660,0
33,2745,1
33,390,1
33,644,1
33,347,0
33,2719,1
33,481,1
33,62,1
33,2206,1
34,2630,1
34,1146,1
34,1038,1
34,231,0
34,2810,0
34,1034,1
34,402,1
34,129,1
34,1374,1
34,925,0
34,2740,1
34,464,1
35,1518,1
35,2191,1
35,118,1
35,2202,1
35,1323,0
35,1223,1
35,652,1
35,1586,1
35,2502,1
35,2344,1
35,1500,0
35,2678,1
36,542,1
36,1080,1
36,2319,1
36,2287,1
36,1620,1
36,298,1
36,2673,0
36,453,1
36,2481,1
36,2937,1
36,1642,1
36,2994,0
37,1254,1
37,438,1
37,2167,1
37,599,1
37,1311,1
37,1881,0
37,2751,1
37,2713,1
37,1112,1
37,746,0
37,3042,1
37,2457,0
38,2074,1
38,1327,1
38,1317,0
38,2014,1
38,2369,0
38,2442,0
38,530,0
38,3057,0
38,736,1
38,1080,1
38,155,0
38,1251,0
39,1317,1
39,3057,1
39,1308,1
39,736,1
39,530,1
39,2442,1
39,2369,1
39,1327,0
39,1621,1
39,2074,1
39,2014,1
39,1251,1
40,1317,1
40,2014,0
40,2074,1
40,1327,1
40,2442,1
40,2195,1
40,530,1
40,1308,1
40,736,0
40,2369,1
40,1080,1
40,1251,1
41,1407,0
41,2894,0
41,1327,1
41,1308,0
41,3057,0
41,1621,1
41,1317,0
41,2014,0
41,736,0
41,530,1
41,1080,0
41,2074,1
42,390,1
42,248,0
42,2,1
42,1165,0
42,1848,1
42,667,1
42,1818,0
42,2193,1
42,1417,1
42,471,1
42,2894,1
42,1407,0
43,1417,1
43,2273,1
43,248,1
43,1848,1
43,667,1
43,1738,1
43,2193,0
43,390,1
43,2,1
43,471,1
43,113,1
43,2894,1
44,1848,1
44,1165,1
44,2,1
44,113,1
44,1818,1
44,2193,1
44,2273,1
44,1738,1
44,1417,1
44,471,1
44,2894,1
44,1407,1
45,2273,1
45,1417,1
45,113,0
45,1848,0
45,667,0
45,1738,1
45,471,1
45,390,1
45,2,0
45,248,0
45,2193,0
45,2894,0
46,390,1
46,1738,1
46,1818,1
46,2,0
46,113,0
46,1165,0
46,1848,1
46,471,1
46,2193,1
46,2273,1
46,2894,0
46,1407,0
47,1165,1
47,1738,1
47,2,1
47,471,1
47,1848,1
47,2273,1
47,1818,1
47,667,1
47,390,1
47,1417,1
47,2894,1
47,1407,1
48,1165,1
48,2193,0
48,113,0
48,390,1
48,471,1
48,1818,1
48,1417,1
48,667,1
48,2273,1
48,248,0
48,2894,0
48,1407,0
49,390,1
49,113,1
49,2,1
49,248,1
49,471,1
49,1848,1
49,2273,1
49,667,1
49,1417,1
49,1818,1
49,1407,1
49,2894,1
50,1848,1
50,2273,1
50,1738,1
50,667,1
50,1818,1
50,2,1
50,248,0
50,390,1
50,2193,0
50,1417,1
50,471,1
50,1407,1
51,2273,1
51,2193,0
51,1165,0
51,2,0
51,390,1
51,1417,1
51,667,1
51,113,0
51,1848,0
51,1818,1
51,1407,1
51,2894,0
52,3059,1
52,1279,1
52,1495,1
52,1082,1
52,380,0
52,1805,0
52,948,1
52,137,1
52,216,1
52,2206,1
52,2353,1
52,1034,0
53,1805,0
53,3059,0
53,1821,1
53,1034,0
53,2206,0
53,1082,1
53,216,1
53,137,0
53,484,1
53,1279,1
53,1495,1
53,380,0
54,2353,1
54,2046,0
54,137,0
54,3059,0
54,1034,0
54,1279,1
54,484,1
54,1082,1
54,380,0
54,948,1
54,1495,1
54,1805,0
55,2353,1
55,484,1
55,1821,1
55,1082,1
55,137,1
55,1495,1
55,948,0
55,216,1
55,1279,1
55,2206,1
55,1034,1
55,2046,0
56,1600,1
56,746,0
56,2341,1
56,1628,1
56,271,1
56,2963,1
56,1546,1
56,319,0
56,2016,0
56,890,1
56,1438,1
56,1365,1
57,2341,0
57,2963,0
57,2618,0
57,1438,1
57,271,1
57,890,0
57,319,0
57,1628,0
57,1546,1
57,645,1
57,746,1
57,1761,0
58,271,1
58,1546,1
58,2618,1
58,1761,1
58,890,1
58,319,0
58,746,1
58,1628,1
58,1438,1
58,645,1
58,1600,1
58,2963,1
59,2016,0
59,1761,0
59,746,0
59,1600,1
59,1546,0
59,2341,1
59,1365,1
59,271,1
59,1438,1
59,890,0
59,2618,1
59,1628,1
60,2045,1
60,2121,1
60,2408,0
60,346,1
60,2583,1
60,2914,1
60,2050,1
60,584,1
60,1012,1
60,2723,1
60,1388,1
60,2409,1
61,3037,0
61,2723,0
61,346,0
61,2050,0
61,1089,1
61,2045,0
61,1012,1
61,584,1
61,1388,1
61,2583,0
61,99,1
61,2121,1
62,1012,1
62,346,0
62,3037,0
62,2583,1
62,2121,1
62,2409,1
62,99,1
62,2914,1
62,1089,1
62,2050,0
62,2723,1
62,584,1
63,2723,1
63,2408,1
63,2121,1
63,2409,1
63,2583,1
63,346,0
63,99,1
63,1012,1
63,3037,1
63,2050,0
63,1388,1
63,2914,1
64,1801,1
64,1538,1
64,750,0
64,2366,0
64,2742,1
64,1055,1
64,250,1
64,2405,1
64,880,0
64,1833,0
64,1045,1
64,480,1
65,2358,1
65,2677,0
65,925,0
65,2581,1
65,227,0
65,2776,0
65,1751,0
65,2111,1
65,2481,1
65,2998,0
65,2787,0
65,880,0
66,2742,0
66,2358,0
66,2024,0
66,2581,1
66,2352,1
66,250,0
66,2776,0
66,750,0
66,1751,1
66,2111,1
66,2998,0
66,880,0
67,1751,1
67,2024,1
67,2998,1
67,2581,1
67,2352,1
67,480,1
67,2742,1
67,2776,1
67,227,0
67,750,1
67,2111,1
67,880,1
68,1055,1
68,227,0
68,2792,0
68,2358,0
68,480,1
68,2742,1
68,2998,0
68,2776,0
68,2111,1
68,1751,0
68,2352,1
68,250,0
69,1300,1
69,2481,1
69,925,1
69,1538,1
69,1833,0
69,1045,1
69,205,1
69,1910,0
69,1801,0
69,2366,0
69,2677,0
69,1055,1
70,1300,1
70,205,1
70,1833,1
70,1045,1
70,1910,0
70,2366,0
70,1538,1
70,925,0
70,2481,1
70,2410,1
70,2405,1
70,1055,1
71,461,1
71,1300,1
71,2787,1
71,2481,0
71,1801,0
71,925,0
71,2410,0
71,2677,1
71,2366,1
71,205,1
71,1538,1
71,2405,1
72,599,1
72,400,1
72,1747,0
72,1737,1
72,6,1
72,148,0
72,3042,0
72,1127,1
72,1461,1
72,1428,1
72,461,1
72,1300,1
73,2368,1
73,1461,1
73,1730,1
73,6,0
73,599,1
73,1737,1
73,1127,1
73,400,1
73,1745,0
73,1747,1
73,2003,1
73,461,0
74,400,1
74,1461,1
74,1127,1
74,1737,1
74,1745,0
74,2003,1
74,1730,1
74,1747,1
74,6,1
74,599,1
74,1428,1
74,461,1
75,2368,1
75,1730,1
75,1127,1
75,2003,0
75,1745,0
75,1737,1
75,599,1
75,1461,1
75,3042,1
75,6,0
75,1428,1
75,461,1
76,732,1
76,2306,1
76,438,0
76,2098,1
76,1362,1
76,2162,1
76,2387,1
76,1710,1
76,1427,1
76,2161,1
76,2259,1
76,1802,0
77,1007,0
77,438,1
77,1802,0
77,2259,0
77,2162,1
77,2387,0
77,1362,1
77,1710,1
77,1427,1
77,2098,1
77,381,0
77,2161,1
78,1362,1
78,2387,1
78,2306,1
78,381,0
78,1427,1
78,2162,1
78,889,0
78,1802,1
78,2098,1
78,732,1
78,2259,1
78,1710,1
79,1007,1
79,381,1
79,2162,1
79,889,1
79,1802,1
79,2161,1
79,1362,1
79,2098,1
79,2387,1
79,1710,1
79,438,1
79,2306,1
80,2684,1
80,1980,0
80,2135,1
80,158,0
80,62,1
80,3032,1
80,1254,1
80,1513,1
80,2323,1
80,1979,1
80,2985,1
80,1007,1
81,2302,1
81,739,0
81,2654,0
81,567,1
81,655,1
81,2660,0
81,2892,1
81,2789,1
81,1550,1
81,2695,1
81,1335,1
81,1007,0
82,2654,1
82,2302,1
82,1335,1
82,2114,1
82,2933,1
82,1254,1
82,2985,1
82,739,1
82,2660,1
82,567,1
82,2892,1
82,2695,1
83,1254,0
83,567,1
83,128,0
83,62,0
83,3032,1
83,2302,1
83,2933,1
83,1335,1
83,2654,1
83,2892,1
83,739,1
83,2695,1
84,62,1
84,2933,1
84,2892,1
84,1335,1
84,2660,1
84,2114,1
84,567,1
84,2654,1
84,3032,0
84,2985,1
84,1254,0
84,128,0
85,954,1
85,174,1
85,1980,1
85,2684,1
85,2135,1
85,1513,1
85,321,1
85,2839,1
85,2323,1
85,1550,1
85,655,1
85,80,0
86,1521,1
86,2559,0
86,655,1
86,1513,1
86,321,0
86,1979,0
86,2684,0
86,2789,1
86,1550,1
86,158,0
86,2323,0
86,2839,0
87,1521,1
87,2684,1
87,655,1
87,2323,1
87,2789,1
87,1980,1
87,2135,1
87,2839,1
87,1550,1
87,158,1
87,1513,1
87,80,0
88,347,0
88,278,0
88,1502,1
88,2734,1
88,1840,0
88,1780,0
88,1091,1
88,1984,0
88,3009,0
88,174,0
88,1521,1
88,954,0
89,1146,1
89,1840,0
89,1502,1
89,1091,1
89,3009,0
89,347,0
89,1780,0
89,738,1
89,2734,1
89,1984,0
89,2559,1
89,954,0
90,459,0
90,60,1
90,1984,0
90,347,0
90,1840,1
90,1780,0
90,1146,0
90,2734,1
90,1502,0
90,1091,1
90,2559,1
90,174,0
91,2755,0
91,1311,0
91,459,0
91,2734,1
91,1091,1
91,278,1
91,3009,1
91,1780,0
91,738,1
91,1984,1
91,1502,1
91,1840,0
92,996,0
92,1223,1
92,749,0
92,1312,0
92,1778,0
92,524,0
92,993,0
92,1038,0
92,2844,0
92,1311,0
92,60,0
92,459,0
93,474,1
93,749,0
93,996,0
93,993,1
93,1312,1
93,1778,0
93,2844,1
93,1223,1
93,1395,1
93,2755,0
93,60,1
93,459,1
94,2396,0
94,407,1
94,1038,1
94,1778,0
94,1312,1
94,474,1
94,1223,1
94,2844,0
94,1395,1
94,996,0
94,524,0
94,1311,1
95,55,1
95,1013,0
95,1312,1
95,1778,1
95,993,1
95,474,1
95,1395,1
95,524,1
95,1223,1
95,1038,0
95,2844,0
95,1311,0
96,2745,1
96,2347,1
96,2396,1
96,407,1
96,996,1
96,2844,1
96,749,1
96,524,1
96,1778,1
96,1395,1
96,1223,1
96,474,1
97,426,1
97,611,1
97,3054,1
97,1273,1
97,2416,1
97,559,1
97,498,1
97,612,1
97,2347,1
97,2745,1
97,55,1
97,407,1
98,559,1
98,2416,0
98,1273,1
98,611,1
98,1838,0
98,426,1
98,498,1
98,3054,1
98,2347,1
98,1013,0
98,2745,0
98,2396,1
99,598,1
99,426,1
99,612,1
99,611,1
99,498,1
99,1838,0
99,559,1
99,1273,0
99,2745,0
99,55,1
99,2347,1
99,1013,1
100,2448,1
100,2367,1
100,598,1
100,1612,0
100,559,1
100,498,1
100,612,1
100,2416,1
100,1273,1
100,1838,0
100,3054,1
100,611,1
101,766,0
101,534,1
101,1642,1
101,2482,1
101,2095,1
101,94,0
101,2367,0
101,2448,0
101,2087,1
101,215,1
101,1612,0
101,598,1
102,2482,1
102,379,0
102,534,1
102,2095,1
102,766,1
102,1642,1
102,2448,1
102,215,1
102,2087,1
102,2367,1
102,598,1
102,1612,1
103,2143,1
103,1681,1
103,675,1
103,766,0
103,534,0
103,1642,1
103,2159,1
103,94,1
103,379,1
103,2367,1
103,2448,1
103,2087,1
104,1812,1
104,95,1
104,1681,0
104,2143,1
104,1642,1
104,2159,1
104,379,0
104,766,0
104,94,0
104,2482,0
104,534,0
104,675,1
105,2406,1
105,25,0
105,2521,1
105,556,1
105,1681,1
105,94,1
105,2482,1
105,534,1
105,379,0
105,1642,1
105,2095,1
105,2159,1
106,2238,1
106,93,0
106,2143,1
106,1681,0
106,766,0
106,2095,1
106,2159,1
106,534,0
106,675,0
106,1642,1
106,379,0
106,94,0
107,169,1
107,1496,1
107,556,1
107,769,1
107,2521,1
107,1812,1
107,231,1
107,2238,1
107,95,1
107,2406,1
107,25,1
107,692,1
108,1496,1
108,169,0
108,2238,1
108,1812,1
108,25,1
108,2406,1
108,2521,1
108,556,1
108,2287,1
108,692,1
108,93,1
108,231,0
109,169,0
109,1496,0
109,2951,1
109,692,1
109,2287,1
109,2521,1
109,769,0
109,1812,0
109,2406,0
109,25,0
109,231,0
109,2238,1
110,1940,0
110,2372,1
110,2370,0
110,2895,0
110,481,1
110,953,0
110,1891,0
110,2315,0
110,2811,0
110,2951,1
110,169,0
110,1496,0
111,2476,0
111,2661,1
111,481,1
111,2895,1
111,2370,0
111,644,1
111,1869,0
111,1891,0
111,2955,0
111,1940,0
111,953,1
111,2372,1
112,991,0
112,2476,0
112,2661,1
112,1940,1
112,2895,1
112,953,1
112,481,1
112,2811,0
112,2955,0
112,2315,0
112,2372,1
112,2370,1
113,2661,1
113,2476,0
113,991,0
113,2895,1
113,2372,1
113,1940,1
113,644,1
113,481,1
113,2315,1
113,953,1
113,1869,1
113,1891,0
114,2258,1
114,1691,1
114,2848,1
114,2285,1
114,2727,1
114,208,1
114,601,1
114,2738,1
114,2127,1
114,2661,1
114,2476,1
114,991,1
115,1374,1
115,1201,1
115,2444,1
115,402,1
115,1691,1
115,2727,1
115,14,0
115,601,1
115,2848,1
115,2285,1
115,2738,1
115,2258,1
116,1374,1
116,2444,1
116,1201,1
116,2291,1
116,601,0
116,2738,0
116,208,1
116,2127,1
116,14,1
116,402,1
116,2848,1
116,2727,0
117,1374,1
117,1201,1
117,2444,1
117,2291,1
117,2258,1
117,2285,1
117,2848,1
117,1691,1
117,2738,1
117,402,1
117,601,1
117,14,1
118,2144,1
118,969,1
118,1112,1
118,2989,1
118,2344,1
118,706,1
118,861,1
118,235,1
118,857,0
118,1176,1
118,2444,1
118,1201,1
119,756,1
119,1340,1
119,2552,1
119,857,0
119,1078,1
119,969,1
119,861,1
119,1176,1
119,2989,1
119,2344,1
119,706,1
119,2144,1
120,1340,1
120,756,1
120,364,1
120,1176,1
120,1078,1
120,1112,1
120,969,1
120,706,1
120,2144,1
120,861,1
120,2989,1
120,857,1
121,1340,1
121,756,1
121,2552,1
121,1112,1
121,364,0
121,861,1
121,2989,1
121,706,0
121,2144,0
121,1176,1
121,2344,0
121,969,1
122,1601,0
122,864,1
122,2937,1
122,546,1
122,699,0
122,980,0
122,681,1
122,550,1
122,1087,1
122,429,1
122,2552,1
122,1340,0
123,2632,1
123,310,0
123,177,1
123,724,0
123,2876,0
123,2621,1
123,1535,0
123,1487,1
123,1359,1
123,2552,1
123,1340,1
123,756,0
124,1785,1
124,2621,1
124,1683,1
124,681,1
124,2299,1
124,864,0
124,1601,1
124,980,0
124,429,1
124,546,1
124,1087,1
124,699,1
125,1487,1
125,1970,1
125,550,1
125,980,1
125,699,0
125,2937,1
125,1601,1
125,864,0
125,2736,1
125,2299,1
125,1087,1
125,2621,1
126,1970,1
126,1487,1
126,550,1
126,980,1
126,429,1
126,2736,1
126,864,1
126,2937,1
126,2299,1
126,2621,1
126,699,1
126,546,1
127,1352,1
127,1712,1
127,1683,1
127,1359,1
127,724,1
127,177,1
127,1342,1
127,1247,0
127,1535,1
127,310,0
127,2876,1
127,1785,0
128,2877,1
128,1712,1
128,1352,1
128,1247,1
128,2632,1
128,2876,1
128,177,1
128,1342,1
128,310,1
128,1785,1
128,1535,1
128,1683,1
129,2877,0
129,1435,1
129,1352,1
129,1359,1
129,177,1
129,310,1
129,2876,1
129,2632,1
129,1683,1
129,1342,1
129,1785,1
129,1535,1
130,557,1
130,2313,1
130,2303,1
130,2211,1
130,2202,1
130,2002,1
130,1507,1
130,845,1
130,38,1
130,2877,1
130,1435,1
130,1712,1
131,2288,1
131,1197,1
131,1982,0
131,2167,1
131,2780,1
131,2474,0
131,634,0
131,1816,0
131,1435,1
131,2877,1
131,1712,1
131,1352,1
132,2340,0
132,298,1
132,1748,1
132,1966,1
132,3018,1
132,1543,0
132,767,1
132,2219,1
132,865,1
132,1435,1
132,2877,1
132,1352,0
133,2340,0
133,298,1
133,1748,1
133,1966,1
133,1543,0
133,767,1
133,2219,1
133,1627,0
133,865,1
133,1435,1
133,2877,1
133,1352,0
134,2340,0
134,298,1
134,1748,1
134,1966,1
134,1543,0
134,767,1
134,2219,1
134,1627,0
134,865,1
134,1435,1
134,1352,0
134,1712,1
135,2340,0
135,298,1
135,1748,1
135,1966,1
135,3018,1
135,1543,0
135,767,1
135,2219,1
135,342,0
135,2877,1
135,1352,0
135,1712,1
136,1892,1
136,2447,1
136,1341,1
136,476,1
136,2804,1
136,2882,0
136,2536,1
136,1872,1
136,2877,1
136,1435,1
136,1712,1
136,1352,1
137,845,0
137,2288,1
137,2780,1
137,1982,1
137,2002,0
137,1839,1
137,634,1
137,887,0
137,1507,0
137,2303,0
137,557,1
137,2474,0
138,845,0
138,2474,1
138,2303,1
138,1982,1
138,1197,1
138,2288,1
138,38,1
138,2780,0
138,2002,0
138,1839,1
138,1507,1
138,2167,1
139,1816,1
139,2780,1
139,2474,0
139,1982,1
139,557,1
139,887,0
139,2303,1
139,38,1
139,1197,1
139,2002,0
139,1507,1
139,845,0
140,1872,1
140,2780,0
140,1197,0
140,887,0
140,634,0
140,1839,1
140,2303,1
140,2288,0
140,1982,0
140,557,1
140,2002,0
140,2474,0
141,2804,1
141,336,0
141,835,0
141,2447,1
141,2536,1
141,1341,1
141,98,1
141,476,1
141,2067,1
141,2211,0
141,2202,1
141,1872,0
142,2804,1
142,835,0
142,2536,0
142,476,1
142,2202,1
142,336,0
142,2882,1
142,1341,1
142,98,1
142,2447,1
142,1892,1
142,1872,1
143,1424,1
143,2313,1
143,2202,1
143,2536,1
143,2067,1
143,1892,0
143,1341,1
143,2882,1
143,476,1
143,2447,1
143,336,0
143,2804,0
144,3047,0
144,414,1
144,2940,1
144,2796,1
144,1881,0
144,142,0
144,2319,0
144,421,1
144,2717,1
144,1194,1
144,1424,1
144,2313,1
145,2717,1
145,2649,0
145,2995,0
145,1194,1
145,1881,1
145,142,0
145,421,1
145,2319,1
145,414,1
145,3047,1
145,1424,1
145,2313,0
146,184,1
146,2668,1
146,2796,0
146,2319,0
146,2717,1
146,2940,1
146,2649,0
146,2995,0
146,414,0
146,1194,0
146,3047,0
146,142,0
147,184,1
147,2995,0
147,2319,1
147,2796,1
147,1194,1
147,414,1
147,2668,1
147,3047,0
147,142,0
147,2717,1
147,1881,1
147,421,1
148,2435,0
148,2751,1
148,3004,0
148,1151,0
148,118,0
148,780,1
148,560,1
148,1925,0
148,1717,1
148,46,0
148,2669,0
148,1454,0
149,560,1
149,1151,1
149,780,0
149,46,0
149,3004,0
149,2435,0
149,2669,0
149,1861,0
149,2751,1
149,1717,1
149,118,1
149,1454,1
150,1721,1
150,2634,1
150,1151,0
150,1925,0
150,2669,1
150,2751,1
150,46,0
150,2435,0
150,1717,1
150,2089,1
150,3004,0
150,118,0
151,2234,0
151,1644,1
151,780,1
151,2669,0
151,118,1
151,1717,1
151,2435,1
151,2089,1
151,1925,0
151,2751,1
151,1861,1
151,560,1
152,2604,0
152,791,0
152,166,0
152,1775,0
152,2810,0
152,186,0
152,136,0
152,1939,0
152,2234,1
152,2634,0
152,1721,1
152,1644,1
153,2006,1
153,166,0
153,39,1
153,2810,1
153,791,1
153,2604,1
153,1554,1
153,1939,0
153,1775,0
153,2234,1
153,1644,1
153,1721,1
154,791,1
154,186,1
154,2810,0
154,136,1
154,2006,0
154,39,1
154,1554,1
154,1939,1
154,1775,1
154,1644,1
154,1721,1
154,2634,0
155,1500,0
155,1280,1
155,1853,0
155,39,1
155,186,1
155,2006,0
155,791,0
155,2604,1
155,1775,0
155,136,1
155,2810,0
155,166,0
156,2412,1
156,1500,0
156,1280,1
156,1853,0
156,186,1
156,2006,0
156,1939,0
156,2604,1
156,1554,0
156,1775,0
156,2810,0
156,166,0
157,2412,1
157,1280,1
157,1853,0
157,39,1
157,186,1
157,2006,0
157,791,0
157,1554,0
157,1775,0
157,136,1
157,2810,0
157,166,0
158,1586,1
158,2630,1
158,1391,1
158,1518,1
158,2184,1
158,1922,1
158,1588,1
158,1315,1
158,2412,1
158,1853,1
158,1280,1
158,1500,1
159,1657,1
159,1518,1
159,1391,1
159,652,1
159,1588,1
159,1922,0
159,2516,1
159,1315,1
159,1586,1
159,2184,1
159,2630,1
159,2412,1
160,1898,1
160,2097,1
160,1871,0
160,464,1
160,652,1
160,2184,0
160,1586,1
160,1518,1
160,1657,1
160,2630,1
160,2516,0
160,1391,1
161,464,1
161,1898,1
161,2097,0
161,1871,1
161,652,1
161,1588,0
161,1391,1
161,1518,1
161,2184,1
161,1315,0
161,2630,1
161,1922,0
162,551,1
162,32,1
162,1059,1
162,2678,0
162,2868,0
162,1726,0
162,2546,0
162,773,0
162,1567,1
162,1871,0
162,2097,0
162,464,1
163,2053,1
163,2678,0
163,365,0
163,551,1
163,32,1
163,1567,1
163,1726,1
163,1059,1
163,2546,0
163,2097,0
163,1898,0
163,1871,0
